examMgmtNo,emOpenSeq,금융기관명,제재조치일,관련부서,기관제재내용,임원제재내용,직원제재내용,첨부파일명,첨부파일URL
201400653,1,부산은행,20150529,IT검사실,"경영유의 1건, 개선 1건",직원 제재대상,조치의뢰 2건,201400653_20150529_부산은행_제재공시_f.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400653_20150529_%EB%B6%80%EC%82%B0%EC%9D%80%ED%96%89_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C_f.hwp
201400654,1,아이비케이신용정보 주식회사,20150529,IT검사실,개선 5건,직원 제재대상,주의 1명,201400654_20150602 IBK신용정보 검사서_공시용_복.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400654_20150602+IBK%EC%8B%A0%EC%9A%A9%EC%A0%95%EB%B3%B4+%EA%B2%80%EC%82%AC%EC%84%9C_%EA%B3%B5%EC%8B%9C%EC%9A%A9_%EB%B3%B5.pdf
201400631,1,신한카드,20150529,IT검사실,경영유의 1건,직원 제재대상,조치의뢰 1건,201400631_20150602 신한카드 검사서_공시용_복.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400631_20150602+%EC%8B%A0%ED%95%9C%EC%B9%B4%EB%93%9C+%EA%B2%80%EC%82%AC%EC%84%9C_%EA%B3%B5%EC%8B%9C%EC%9A%A9_%EB%B3%B5.pdf
201400649,1,우리카드,20150529,IT검사실,"기관주의, 개선 3건",주의 1명,견책 1명,201400649_20150602 우리카드 검사서_공시용_복.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400649_20150602+%EC%9A%B0%EB%A6%AC%EC%B9%B4%EB%93%9C+%EA%B2%80%EC%82%AC%EC%84%9C_%EA%B3%B5%EC%8B%9C%EC%9A%A9_%EB%B3%B5.pdf
201400652,1,대우증권주식회사,20150529,IT검사실,개선 3건,직원 제재대상,조치의뢰 1건,201400652_대우증권_제재공시.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400652_%EB%8C%80%EC%9A%B0%EC%A6%9D%EA%B6%8C_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C.hwp
201300711,1,㈜케이지이니시스,20150507,IT감독국,기관주의,직원 제재대상,"퇴직자위법사실통지 3명, 주의 2명",201300711_20150515 케이지이니시스_제재내용 공시_게시용 v4.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201300711_20150515+%EC%BC%80%EC%9D%B4%EC%A7%80%EC%9D%B4%EB%8B%88%EC%8B%9C%EC%8A%A4_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EC%8B%9C_%EA%B2%8C%EC%8B%9C%EC%9A%A9+v4.hwp
201400457,1,삼성카드주식회사,20150420,IT금융정보보호단,"기관주의, 개선 1건",직원 제재대상,"견책 1명, 주의 3명, 조치의뢰 1건",201400457_20150424 삼성카드_제재내용 공시_게시용.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400457_20150424+%EC%82%BC%EC%84%B1%EC%B9%B4%EB%93%9C_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EC%8B%9C_%EA%B2%8C%EC%8B%9C%EC%9A%A9.hwp
201500040,1,씨앤에이치리스주식회사,20150410,IT금융정보보호단,"경영유의 1건, 개선 1건",직원 제재대상,첨부파일,201500040_20150123 CNH리스 검사서_공시용.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500040_20150123+CNH%EB%A6%AC%EC%8A%A4+%EA%B2%80%EC%82%AC%EC%84%9C_%EA%B3%B5%EC%8B%9C%EC%9A%A9.pdf
201400892,1,MG신용정보 주식회사,20150403,IT감독실,개선 4건,직원 제재대상,"문책 1건(견책 2명, 주의 1명)",201400892_엠지신용정보_공시안.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400892_%EC%97%A0%EC%A7%80%EC%8B%A0%EC%9A%A9%EC%A0%95%EB%B3%B4_%EA%B3%B5%EC%8B%9C%EC%95%88.pdf
201400647,1,비씨카드주식회사,20150403,IT금융정보보호단,"경영유의 1건, 개선 2건",직원 제재대상,첨부파일,201400647_20150403 BC카드 제재내용 공시_게시용.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400647_20150403+BC%EC%B9%B4%EB%93%9C+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EC%8B%9C_%EA%B2%8C%EC%8B%9C%EC%9A%A9.pdf
201400646,1,농협생명보험주식회사,20150320,IT금융정보보호단,개선 3건,직원 제재대상,조치의뢰 1건,201400646_(농협생명)제재내용 공개(2014년 테마검사)_fn.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400646_%28%EB%86%8D%ED%98%91%EC%83%9D%EB%AA%85%29%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C%282014%EB%85%84+%ED%85%8C%EB%A7%88%EA%B2%80%EC%82%AC%29_fn.pdf
201400648,1,농협은행주식회사,20150320,IT금융정보보호단,"경영유의 1건, 개선 1건",직원 제재대상,조치의뢰 2건,201400648_150319-농협은행_제재공시(안)_FN.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400648_150319-%EB%86%8D%ED%98%91%EC%9D%80%ED%96%89_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C%28%EC%95%88%29_FN.pdf
201400655,1,NH투자증권,20150320,IT금융정보보호단,"경영유의 1건, 개선 1건",직원 제재대상,조치의뢰 2건,201400655_구 우리(현 엔에이치)투자증권_제재공시.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400655_%EA%B5%AC+%EC%9A%B0%EB%A6%AC%28%ED%98%84+%EC%97%94%EC%97%90%EC%9D%B4%EC%B9%98%29%ED%88%AC%EC%9E%90%EC%A6%9D%EA%B6%8C_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C.hwp
201401021,1,한국정보통신㈜,20150224,IT금융정보보호단,경영유의 1건,-,주의 1명,201401021_150224_한국정보통신_제재내용_공시_FN.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201401021_150224_%ED%95%9C%EA%B5%AD%EC%A0%95%EB%B3%B4%ED%86%B5%EC%8B%A0_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EC%8B%9C_FN.hwp
201401096,1,오릭스캐피탈코리아,20150224,IT금융정보보호단,-,-,주의 1명,201401096_150224_오릭스캐피탈코리아_제재내용_공시_FN.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201401096_150224_%EC%98%A4%EB%A6%AD%EC%8A%A4%EC%BA%90%ED%94%BC%ED%83%88%EC%BD%94%EB%A6%AC%EC%95%84_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EC%8B%9C_FN.hwp
201401022,1,옐로페이,20150224,IT금융정보보호단,개선 3건,-,주의 1명,201401022_150224_옐로페이_제재내용_공시_FN.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201401022_150224_%EC%98%90%EB%A1%9C%ED%8E%98%EC%9D%B4_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EC%8B%9C_FN.hwp
201400770,1,우리종합금융,20150212,IT금융정보보호단,경영유의 1건,직원 제재대상,첨부파일,201400770_우리종합금융_제재공시.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400770_%EC%9A%B0%EB%A6%AC%EC%A2%85%ED%95%A9%EA%B8%88%EC%9C%B5_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C.hwp
201401023,1,네이버비즈니스플랫폼 주식회사,20150212,IT금융정보보호단,개선 1건,-,-,201401023_네비버비즈니스플랫폼(NBP) 제재내용 공시.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201401023_%EB%84%A4%EB%B9%84%EB%B2%84%EB%B9%84%EC%A6%88%EB%8B%88%EC%8A%A4%ED%94%8C%EB%9E%AB%ED%8F%BC%28NBP%29+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EC%8B%9C.hwp
201400870,1,중앙신용정보 주식회사,20150109,IT감독실,4,직원 제재대상,첨부파일,201400870_중앙신용정보_공시안.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400870_%EC%A4%91%EC%95%99%EC%8B%A0%EC%9A%A9%EC%A0%95%EB%B3%B4_%EA%B3%B5%EC%8B%9C%EC%95%88.hwp
201400890,1,농협자산관리회사,20150109,IT감독실,2,직원 제재대상,첨부파일,201400890_농협자산관리_공시안2.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400890_%EB%86%8D%ED%98%91%EC%9E%90%EC%82%B0%EA%B4%80%EB%A6%AC_%EA%B3%B5%EC%8B%9C%EC%95%882.hwp
201400891,1,대구신용정보 주식회사,20150109,IT감독실,2,직원 제재대상,첨부파일,201400891_대구신용정보_공시안2.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400891_%EB%8C%80%EA%B5%AC%EC%8B%A0%EC%9A%A9%EC%A0%95%EB%B3%B4_%EA%B3%B5%EC%8B%9C%EC%95%882.hwp
201400430,1,효성에프엠에스㈜,20141230,IT금융정보보호단,경영유의 2건,주의 1건,첨부파일,201400430_효성FMS_제재공시 v2.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400430_%ED%9A%A8%EC%84%B1FMS_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C+v2.hwp
